identityKey,versionKey,name,edition,level,school,castingTime,range,components,duration,concentration,ritual,attackModes,saveAbilities,effectReliabilityCategory,spellLists,sourceBooks,sourcePage,sourceSlug
fire-shield,2024:fire-shield,Fire Shield,2024,-1,Evocation,Action,Self,"V, S, M",10 minutes,false,false,,,fixed_effect,Druid;Sorcerer;Wizard,Player's Handbook (2024),,fire-shield
fire-storm,2024:fire-storm,Fire Storm,2024,-1,Evocation,Action,150 feet,"V, S",Instantaneous,false,false,,dexterity,saving_throw,Cleric;Druid;Sorcerer,Player's Handbook (2024),,fire-storm
fireball,2024:fireball,Fireball,2024,-1,Evocation,Action,150 feet,"V, S, M",Instantaneous,false,false,,dexterity,saving_throw,Sorcerer;Wizard,Player's Handbook (2024),,fireball
flame-blade,2024:flame-blade,Flame Blade,2024,-1,Evocation,Bonus Action,Self,"V, S, M","C, up to 10 minutes",false,false,melee_spell,,attack_roll,Druid;Sorcerer,Player's Handbook (2024),,flame-blade
flame-strike,2024:flame-strike,Flame Strike,2024,-1,Evocation,Action,60 feet,"V, S, M",Instantaneous,false,false,,dexterity,saving_throw,Cleric,Player's Handbook (2024),,flame-strike
flaming-sphere,2024:flaming-sphere,Flaming Sphere,2024,-1,Conjuration,Action,60 feet,"V, S, M","C, up to 1 minute",false,false,,dexterity,saving_throw,Druid;Sorcerer;Wizard,Player's Handbook (2024),,flaming-sphere
flesh-to-stone,2024:flesh-to-stone,Flesh to Stone,2024,-1,Transmutation,Action,60 feet,"V, S, M","C, up to 1 minute",false,false,,constitution,saving_throw,Druid;Sorcerer;Wizard,Player's Handbook (2024),,flesh-to-stone
fly,2024:fly,Fly,2024,-1,Transmutation,Action,Touch,"V, S, M","C, up to 10 minutes",false,false,,,fixed_effect,Artificer;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,fly
fog-cloud,2024:fog-cloud,Fog Cloud,2024,-1,Conjuration,Action,120 feet,"V, S",C up to 1 hour,false,false,,,fixed_effect,Druid;Ranger;Sorcerer;Wizard,Player's Handbook (2024),,fog-cloud
forbiddance,2024:forbiddance,Forbiddance,2024,-1,Abjuration,10 minutes or R,Touch,"V, S, M(C)",1 day,false,false,,,fixed_effect,Cleric,Player's Handbook (2024),,forbiddance
forcecage,2024:forcecage,Forcecage,2024,-1,Evocation,Action,100 feet,"V, S, M(C*)","C, up to 1 hour",false,false,,charisma,saving_throw,Bard;Warlock;Wizard,Player's Handbook (2024),,forcecage
foresight,2024:foresight,Foresight,2024,-1,Divination,1 minute,Touch,"V, S, M",8 hours,false,false,,,fixed_effect,Bard;Druid;Warlock;Wizard,Player's Handbook (2024),,foresight
fount-of-moonlight,2024:fount-of-moonlight,Fount of Moonlight,2024,-1,Evocation,Action,Self,"V, S","C, up to 10 minutes",false,false,,constitution,saving_throw,Bard;Druid,Player's Handbook (2024),,fount-of-moonlight
freedom-of-movement,2024:freedom-of-movement,Freedom of Movement,2024,-1,Abjuration,Action,Touch,"V, S, M",1 hour,false,false,,,fixed_effect,Artificer;Bard;Cleric;Druid;Ranger,Player's Handbook (2024),,freedom-of-movement
gaseous-form,2024:gaseous-form,Gaseous Form,2024,-1,Transmutation,Action,Touch,"V, S, M","C, up to 1 hour",false,false,,constitution,saving_throw,Sorcerer;Warlock;Wizard,Player's Handbook (2024),,gaseous-form
gate,2024:gate,Gate,2024,-1,Conjuration,Action,60 feet,"V, S, M(C)","C, up to 1 minute",false,false,,,fixed_effect,Cleric;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,gate
geas,2024:geas,Geas,2024,-1,Enchantment,1 minute,60 feet,V,30 days,false,false,,wisdom,saving_throw,Bard;Cleric;Druid;Paladin;Wizard,Player's Handbook (2024),,geas
gentle-repose,2024:gentle-repose,Gentle Repose,2024,-1,Necromancy,Action or R,Touch,"V, S, M(C)",10 days,false,false,,,fixed_effect,Cleric;Paladin;Wizard,Player's Handbook (2024),,gentle-repose
giant-insect,2024:giant-insect,Giant Insect,2024,-1,Conjuration,Action,60 feet,"V, S","C, up to 10 minutes",false,false,,,fixed_effect,Druid,Player's Handbook (2024),,giant-insect
glibness,2024:glibness,Glibness,2024,-1,Enchantment,Action,Self,V,1 hour,false,false,,,fixed_effect,Bard;Warlock,Player's Handbook (2024),,glibness
globe-of-invulnerability,2024:globe-of-invulnerability,Globe of Invulnerability,2024,-1,Abjuration,Action,Self,"V, S, M","C, up to 1 minute",false,false,,,fixed_effect,Sorcerer;Wizard,Player's Handbook (2024),,globe-of-invulnerability
glyph-of-warding,2024:glyph-of-warding,Glyph of Warding,2024,-1,Abjuration,1 hour,Touch,"V, S, M(C*)",Until dispelled or triggered,false,false,,dexterity,saving_throw,Artificer;Bard;Cleric;Wizard,Player's Handbook (2024),,glyph-of-warding
goodberry,2024:goodberry,Goodberry,2024,-1,Conjuration,Action,Self,"V, S, M",24 hours,false,false,,,fixed_effect,Druid;Ranger,Player's Handbook (2024),,goodberry
grasping-vine,2024:grasping-vine,Grasping Vine,2024,-1,Conjuration,Bonus Action,60 feet,"V, S","C, up to 1 minute",false,false,melee_spell,,attack_roll,Druid;Ranger,Player's Handbook (2024),,grasping-vine
grease,2024:grease,Grease,2024,-1,Conjuration,Action,60 feet,"V, S, M",1 minute,false,false,,dexterity,saving_throw,Artificer;Sorcerer;Wizard,Player's Handbook (2024),,grease
greater-invisibility,2024:greater-invisibility,Greater Invisibility,2024,-1,Illusion,Action,Touch,"V, S","C, up to 1 minute",false,false,,,fixed_effect,Bard;Sorcerer;Wizard,Player's Handbook (2024),,greater-invisibility
greater-restoration,2024:greater-restoration,Greater Restoration,2024,-1,Abjuration,Action,Touch,"V, S, M(C*)",Instantaneous,false,false,,,fixed_effect,Artificer;Bard;Cleric;Druid;Paladin;Ranger,Player's Handbook (2024),,greater-restoration
guardian-of-faith,2024:guardian-of-faith,Guardian of Faith,2024,-1,Conjuration,Action,30 feet,V,8 hours,false,false,,dexterity,saving_throw,Cleric,Player's Handbook (2024),,guardian-of-faith
guards-and-wards,2024:guards-and-wards,Guards and Wards,2024,-1,Abjuration,1 hour,Touch,"V, S, M",24 hours,false,false,,,fixed_effect,Bard;Wizard,Player's Handbook (2024),,guards-and-wards
guiding-bolt,2024:guiding-bolt,Guiding Bolt,2024,-1,Evocation,Action,120 feet,"V, S",1 round,false,false,ranged_spell,,attack_roll,Cleric,Player's Handbook (2024),,guiding-bolt
gust-of-wind,2024:gust-of-wind,Gust of Wind,2024,-1,Evocation,Action,Self,"V, S, M","C, up to 1 minute",false,false,,strength,saving_throw,Druid;Ranger;Sorcerer;Wizard,Player's Handbook (2024),,gust-of-wind
hail-of-thorns,2024:hail-of-thorns,Hail of Thorns,2024,-1,Conjuration,Bonus Action(*),Self,V,Instantaneous,false,false,,dexterity,saving_throw,Ranger,Player's Handbook (2024),,hail-of-thorns
hallow,2024:hallow,Hallow,2024,-1,Abjuration,24 hours,Touch,"V, S, M(C*)",Until dispelled,false,false,,,fixed_effect,Cleric,Player's Handbook (2024),,hallow
hallucinatory-terrain,2024:hallucinatory-terrain,Hallucinatory Terrain,2024,-1,Illusion,10 minutes,300 feet,"V, S, M",24 hours,false,false,,,fixed_effect,Bard;Druid;Warlock;Wizard,Player's Handbook (2024),,hallucinatory-terrain
harm,2024:harm,Harm,2024,-1,Necromancy,Action,60 feet,"V, S",Instantaneous,false,false,,constitution,saving_throw,Cleric,Player's Handbook (2024),,harm
haste,2024:haste,Haste,2024,-1,Transmutation,Action,30 feet,"V, S, M","C, up to 1 minute",false,false,,dexterity,saving_throw,Artificer;Sorcerer;Wizard,Player's Handbook (2024),,haste
heal,2024:heal,Heal,2024,-1,Abjuration,Action,60 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Cleric;Druid,Player's Handbook (2024),,heal
healing-word,2024:healing-word,Healing Word,2024,-1,Abjuration,Bonus Action,60 feet,V,Instantaneous,false,false,,,modifier_scaled,Bard;Cleric;Druid,Player's Handbook (2024),,healing-word
heat-metal,2024:heat-metal,Heat Metal,2024,-1,Transmutation,Action,60 feet,"V, S, M","C, up to 1 minute",false,false,,constitution,saving_throw,Artificer;Bard;Druid,Player's Handbook (2024),,heat-metal
hellish-rebuke,2024:hellish-rebuke,Hellish Rebuke,2024,-1,Evocation,Reaction(*),60 feet,"V, S",Instantaneous,false,false,,dexterity,saving_throw,Warlock,Player's Handbook (2024),,hellish-rebuke
heroes-feast,2024:heroes-feast,Heroes' Feast,2024,-1,Conjuration,10 minutes,Self,"V, S, M(C*)",Instantaneous,false,false,,,fixed_effect,Bard;Cleric;Druid,Player's Handbook (2024),,heroes-feast
heroism,2024:heroism,Heroism,2024,-1,Enchantment,Action,Touch,"V, S","C, up to 1 minute",false,false,,,modifier_scaled,Bard;Paladin,Player's Handbook (2024),,heroism
hex,2024:hex,Hex,2024,-1,Enchantment,Bonus Action,90 feet,"V, S, M","C, up to 1 hour",false,false,,,fixed_effect,Warlock,Player's Handbook (2024),,hex
hold-monster,2024:hold-monster,Hold Monster,2024,-1,Enchantment,Action,90 feet,"V, S, M","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,hold-monster
hold-person,2024:hold-person,Hold Person,2024,-1,Enchantment,Action,60 feet,"V, S, M","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Cleric;Druid;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,hold-person
holy-aura,2024:holy-aura,Holy Aura,2024,-1,Abjuration,Action,Self,"V, S, M(C)","C, up to 1 minute",false,false,,constitution,saving_throw,Cleric,Player's Handbook (2024),,holy-aura
hunger-of-hadar,2024:hunger-of-hadar,Hunger of Hadar,2024,-1,Conjuration,Action,150 feet,"V, S, M","C, up to 1 minute",false,false,,dexterity,saving_throw,Warlock,Player's Handbook (2024),,hunger-of-hadar
hunter-s-mark,2024:hunter-s-mark,Hunter's Mark,2024,-1,Divination,Bonus Action,90 feet,V,"C, up to 1 hour",false,false,,,fixed_effect,Ranger,Player's Handbook (2024),,hunter-s-mark
hypnotic-pattern,2024:hypnotic-pattern,Hypnotic Pattern,2024,-1,Illusion,Action,120 feet,"S, M","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,hypnotic-pattern
ice-knife,2024:ice-knife,Ice Knife,2024,-1,Conjuration,Action,60 feet,"S, M",Instantaneous,false,false,ranged_spell,dexterity,mixed,Druid;Sorcerer;Wizard,Player's Handbook (2024),,ice-knife
ice-storm,2024:ice-storm,Ice Storm,2024,-1,Evocation,Action,300 feet,"V, S, M",Instantaneous,false,false,,dexterity,saving_throw,Druid;Sorcerer;Wizard,Player's Handbook (2024),,ice-storm
identify,2024:identify,Identify,2024,-1,Divination,1 minute or R,Touch,"V, S, M(C)",Instantaneous,false,false,,,fixed_effect,Artificer;Bard;Wizard,Player's Handbook (2024),,identify
illusory-script,2024:illusory-script,Illusory Script,2024,-1,Illusion,1 minute or R,Touch,"S, M(C*)",10 days,false,false,,,fixed_effect,Bard;Warlock;Wizard,Player's Handbook (2024),,illusory-script
imprisonment,2024:imprisonment,Imprisonment,2024,-1,Abjuration,1 minute,30 feet,"V, S, M(C)",Until dispelled,false,false,,wisdom,saving_throw,Warlock;Wizard,Player's Handbook (2024),,imprisonment
incendiary-cloud,2024:incendiary-cloud,Incendiary Cloud,2024,-1,Conjuration,Action,150 feet,"V, S","C, up to 1 minute",false,false,,dexterity,saving_throw,Druid;Sorcerer;Wizard,Player's Handbook (2024),,incendiary-cloud
inflict-wounds,2024:inflict-wounds,Inflict Wounds,2024,-1,Necromancy,Action,Touch,"V, S",Instantaneous,false,false,,constitution,saving_throw,Cleric,Player's Handbook (2024),,inflict-wounds
insect-plague,2024:insect-plague,Insect Plague,2024,-1,Conjuration,Action,300 feet,"V, S, M","C, up to 10 minutes",false,false,,constitution,saving_throw,Cleric;Druid;Sorcerer,Player's Handbook (2024),,insect-plague
invisibility,2024:invisibility,Invisibility,2024,-1,Illusion,Action,Touch,"V, S, M","C, up to 1 hour",false,false,,,fixed_effect,Artificer;Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,invisibility
jallarzi-s-storm-of-radiance,2024:jallarzi-s-storm-of-radiance,Jallarzi's Storm of Radiance,2024,-1,Evocation,Action,120 feet,"V, S, M","C, up to 1 minute",false,false,,constitution,saving_throw,Warlock;Wizard,Player's Handbook (2024),,jallarzi-s-storm-of-radiance
jump,2024:jump,Jump,2024,-1,Transmutation,Bonus Action,Touch,"V, S, M",1 minute,false,false,,,fixed_effect,Artificer;Druid;Ranger;Sorcerer;Wizard,Player's Handbook (2024),,jump
knock,2024:knock,Knock,2024,-1,Transmutation,Action,60 feet,V,Instantaneous,false,false,,,fixed_effect,Bard;Sorcerer;Wizard,Player's Handbook (2024),,knock
legend-lore,2024:legend-lore,Legend Lore,2024,-1,Divination,10 minutes,Self,"V, S, M(C*)",Instantaneous,false,false,,,fixed_effect,Bard;Cleric;Wizard,Player's Handbook (2024),,legend-lore
leomund-s-secret-chest,2024:leomund-s-secret-chest,Leomund's Secret Chest,2024,-1,Conjuration,Action,Touch,"V, S, M(C)",Until dispelled,false,false,,,fixed_effect,Artificer;Wizard,Player's Handbook (2024),,leomunds-secret-chest
leomund-s-tiny-hut,2024:leomund-s-tiny-hut,Leomund's Tiny Hut,2024,-1,Evocation,1 minute or R,Self,"V, S, M",8 hours,false,false,,,fixed_effect,Bard;Wizard,Player's Handbook (2024),,leomund-s-tiny-hut
lesser-restoration,2024:lesser-restoration,Lesser Restoration,2024,-1,Abjuration,Bonus Action,Touch,"V, S",Instantaneous,false,false,,,fixed_effect,Artificer;Bard;Cleric;Druid;Paladin;Ranger,Player's Handbook (2024),,lesser-restoration
levitate,2024:levitate,Levitate,2024,-1,Transmutation,Action,60 feet,"V, S, M","C, up to 10 minutes",false,false,,constitution,saving_throw,Artificer;Sorcerer;Wizard,Player's Handbook (2024),,levitate
lightning-arrow,2024:lightning-arrow,Lightning Arrow,2024,-1,Transmutation,Bonus Action(*),Self,"V, S",Instantaneous,false,false,,dexterity,saving_throw,Ranger,Player's Handbook (2024),,lightning-arrow
lightning-bolt,2024:lightning-bolt,Lightning Bolt,2024,-1,Evocation,Action,Self,"V, S, M",Instantaneous,false,false,,dexterity,saving_throw,Sorcerer;Wizard,Player's Handbook (2024),,lightning-bolt
locate-animals-or-plants,2024:locate-animals-or-plants,Locate Animals or Plants,2024,-1,Divination,Action or R,Self,"V, S, M",Instantaneous,false,false,,,fixed_effect,Bard;Druid;Ranger,Player's Handbook (2024),,locate-animals-or-plants
locate-creature,2024:locate-creature,Locate Creature,2024,-1,Divination,Action,Self,"V, S, M","C, up to 1 hour",false,false,,,fixed_effect,Bard;Cleric;Druid;Paladin;Ranger;Wizard,Player's Handbook (2024),,locate-creature
locate-object,2024:locate-object,Locate Object,2024,-1,Divination,Action,Self,"V, S, M","C, up to 10 minutes",false,false,,,fixed_effect,Bard;Cleric;Druid;Paladin;Ranger;Wizard,Player's Handbook (2024),,locate-object
longstrider,2024:longstrider,Longstrider,2024,-1,Transmutation,Action,Touch,"V, S, M",1 hour,false,false,,,fixed_effect,Artificer;Bard;Druid;Ranger;Wizard,Player's Handbook (2024),,longstrider
mage-armor,2024:mage-armor,Mage Armor,2024,-1,Abjuration,Action,Touch,"V, S, M",8 hours,false,false,,,fixed_effect,Sorcerer;Wizard,Player's Handbook (2024),,mage-armor
magic-circle,2024:magic-circle,Magic Circle,2024,-1,Abjuration,1 minute,10 feet,"V, S, M(C*)",1 hour,false,false,,,fixed_effect,Cleric;Paladin;Warlock;Wizard,Player's Handbook (2024),,magic-circle
magic-jar,2024:magic-jar,Magic Jar,2024,-1,Necromancy,1 minute,Self,"V, S, M(C)",Until dispelled,false,false,,charisma,saving_throw,Wizard,Player's Handbook (2024),,magic-jar
magic-missile,2024:magic-missile,Magic Missile,2024,-1,Evocation,Action,120 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Sorcerer;Wizard,Player's Handbook (2024),,magic-missile
magic-mouth,2024:magic-mouth,Magic Mouth,2024,-1,Illusion,1 minute or R,30 feet,"V, S, M(C*)",Until dispelled,false,false,,,fixed_effect,Artificer;Bard;Wizard,Player's Handbook (2024),,magic-mouth
magic-weapon,2024:magic-weapon,Magic Weapon,2024,-1,Transmutation,Bonus Action,Touch,"V, S",1 hour,false,false,,,fixed_effect,Artificer;Paladin;Ranger;Sorcerer;Wizard,Player's Handbook (2024),,magic-weapon
major-image,2024:major-image,Major Image,2024,-1,Illusion,Action,120 feet,"V, S, M","C, up to 10 minutes",false,false,,,fixed_effect,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,major-image
mass-cure-wounds,2024:mass-cure-wounds,Mass Cure Wounds,2024,-1,Abjuration,Action,60 feet,"V, S",Instantaneous,false,false,,,modifier_scaled,Bard;Cleric;Druid,Player's Handbook (2024),,mass-cure-wounds
mass-heal,2024:mass-heal,Mass Heal,2024,-1,Abjuration,Action,60 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Cleric,Player's Handbook (2024),,mass-heal
mass-healing-word,2024:mass-healing-word,Mass Healing Word,2024,-1,Abjuration,Bonus Action,60 feet,V,Instantaneous,false,false,,,modifier_scaled,Bard;Cleric,Player's Handbook (2024),,mass-healing-word
mass-suggestion,2024:mass-suggestion,Mass Suggestion,2024,-1,Enchantment,Action,60 feet,"V, M",24 hours,false,false,,wisdom,saving_throw,Bard;Sorcerer;Wizard,Player's Handbook (2024),,mass-suggestion
maze,2024:maze,Maze,2024,-1,Conjuration,Action,60 feet,"V, S","C, up to 10 minutes",false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,maze
meld-into-stone,2024:meld-into-stone,Meld into Stone,2024,-1,Transmutation,Action or R,Touch,"V, S",8 hours,false,false,,,fixed_effect,Cleric;Druid;Ranger,Player's Handbook (2024),,meld-into-stone
melf-s-acid-arrow,2024:melf-s-acid-arrow,Melf's Acid Arrow,2024,-1,Evocation,Action,90 feet,"V, S, M",Instantaneous,false,false,ranged_spell,,attack_roll,Wizard,Player's Handbook (2024),,melfs-acid-arrow
meteor-swarm,2024:meteor-swarm,Meteor Swarm,2024,-1,Evocation,Action,1 mile,"V, S",Instantaneous,false,false,,dexterity,saving_throw,Sorcerer;Wizard,Player's Handbook (2024),,meteor-swarm
mind-blank,2024:mind-blank,Mind Blank,2024,-1,Abjuration,Action,Touch,"V, S",24 hours,false,false,,,fixed_effect,Bard;Wizard,Player's Handbook (2024),,mind-blank
mind-spike,2024:mind-spike,Mind Spike,2024,-1,Divination,Action,120 feet,S,"C, up to 1 hour",false,false,,wisdom,saving_throw,Sorcerer;Warlock;Wizard,Player's Handbook (2024),,mind-spike
mirage-arcane,2024:mirage-arcane,Mirage Arcane,2024,-1,Illusion,10 minutes,Sight,"V, S",10 days,false,false,,,fixed_effect,Bard;Druid;Wizard,Player's Handbook (2024),,mirage-arcane
mirror-image,2024:mirror-image,Mirror Image,2024,-1,Illusion,Action,Self,"V, S",1 minute,false,false,,,fixed_effect,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,mirror-image
mislead,2024:mislead,Mislead,2024,-1,Illusion,Action,Self,S,"C, up to 1 hour",false,false,,,fixed_effect,Bard;Warlock;Wizard,Player's Handbook (2024),,mislead
misty-step,2024:misty-step,Misty Step,2024,-1,Conjuration,Bonus Action,Self,V,Instantaneous,false,false,,,fixed_effect,Sorcerer;Warlock;Wizard,Player's Handbook (2024),,misty-step
modify-memory,2024:modify-memory,Modify Memory,2024,-1,Enchantment,Action,30 feet,"V, S","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Wizard,Player's Handbook (2024),,modify-memory
moonbeam,2024:moonbeam,Moonbeam,2024,-1,Evocation,Action,120 feet,"V, S, M","C, up to 1 minute",false,false,,constitution,saving_throw,Druid,Player's Handbook (2024),,moonbeam
mordenkainen-s-faithful-hound,2024:mordenkainen-s-faithful-hound,Mordenkainen's Faithful Hound,2024,-1,Conjuration,Action,30 feet,"V, S, M",8 hours,false,false,,dexterity,saving_throw,Artificer;Wizard,Player's Handbook (2024),,mordenkainen-s-faithful-hound
mordenkainen-s-magnificent-mansion,2024:mordenkainen-s-magnificent-mansion,Mordenkainen's Magnificent Mansion,2024,-1,Conjuration,1 minute,300 feet,"V, S, M",24 hours,false,false,,,fixed_effect,Bard;Wizard,Player's Handbook (2024),,mordenkainen-s-magnificent-mansion
mordenkainen-s-private-sanctum,2024:mordenkainen-s-private-sanctum,Mordenkainen's Private Sanctum,2024,-1,Abjuration,10 minutes,120 feet,"V, S, M",24 hours,false,false,,,fixed_effect,Artificer;Wizard,Player's Handbook (2024),,mordenkainen-s-private-sanctum
mordenkainen-s-sword,2024:mordenkainen-s-sword,Mordenkainen's Sword,2024,-1,Evocation,Action,90 feet,"V, S, M(C)","C, up to 1 minute",false,false,melee_spell,,attack_roll,Bard;Wizard,Player's Handbook (2024),,mordenkainen-s-sword
move-earth,2024:move-earth,Move Earth,2024,-1,Transmutation,Action,120 feet,"V, S, M","C, up to 2 hours",false,false,,,fixed_effect,Druid;Sorcerer;Wizard,Player's Handbook (2024),,move-earth
nondetection,2024:nondetection,Nondetection,2024,-1,Abjuration,Action,Touch,"V, S, M(C*)",8 hours,false,false,,,fixed_effect,Bard;Ranger;Wizard,Player's Handbook (2024),,nondetection
nystul-s-magic-aura,2024:nystul-s-magic-aura,Nystul's Magic Aura,2024,-1,Illusion,Action,Touch,"V, S, M",24 hours,false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,nystul-s-magic-aura
otiluke-s-freezing-sphere,2024:otiluke-s-freezing-sphere,Otiluke's Freezing Sphere,2024,-1,Evocation,Action,300 feet,"V, S, M",Instantaneous,false,false,,constitution,saving_throw,Sorcerer;Wizard,Player's Handbook (2024),,otiluke-s-freezing-sphere
otiluke-s-resilient-sphere,2024:otiluke-s-resilient-sphere,Otiluke's Resilient Sphere,2024,-1,Abjuration,Action,30 feet,"V, S, M","C, up to 1 minute",false,false,,dexterity,saving_throw,Artificer;Wizard,Player's Handbook (2024),,otilukes-resilient-sphere
otto-s-irresistible-dance,2024:otto-s-irresistible-dance,Otto's Irresistible Dance,2024,-1,Enchantment,Action,30 feet,V,"C, up to 1 minute",false,false,,wisdom;dexterity,saving_throw,Bard;Wizard,Player's Handbook (2024),,otto-s-irresistible-dance
pass-without-trace,2024:pass-without-trace,Pass without Trace,2024,-1,Abjuration,Action,Self,"V, S, M","C, up to 1 hour",false,false,,,fixed_effect,Druid;Ranger,Player's Handbook (2024),,pass-without-trace
passwall,2024:passwall,Passwall,2024,-1,Transmutation,Action,30 feet,"V, S, M",1 hour,false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,passwall
phantasmal-force,2024:phantasmal-force,Phantasmal Force,2024,-1,Illusion,Action,60 feet,"V, S, M","C, up to 1 minute",false,false,,intelligence,saving_throw,Bard;Sorcerer;Wizard,Player's Handbook (2024),,phantasmal-force
phantasmal-killer,2024:phantasmal-killer,Phantasmal Killer,2024,-1,Illusion,Action,120 feet,"V, S","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Wizard,Player's Handbook (2024),,phantasmal-killer
phantom-steed,2024:phantom-steed,Phantom Steed,2024,-1,Illusion,1 minute or R,30 feet,"V, S",1 hour,false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,phantom-steed
planar-ally,2024:planar-ally,Planar Ally,2024,-1,Conjuration,10 minutes,60 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Cleric,Player's Handbook (2024),,planar-ally
planar-binding,2024:planar-binding,Planar Binding,2024,-1,Abjuration,1 hour,60 feet,"V, S, M(C*)",24 hours,false,false,,charisma,saving_throw,Bard;Cleric;Druid;Warlock;Wizard,Player's Handbook (2024),,planar-binding
plane-shift,2024:plane-shift,Plane Shift,2024,-1,Conjuration,Action,Touch,"V, S, M(C)",Instantaneous,false,false,,,fixed_effect,Cleric;Druid;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,plane-shift
plant-growth,2024:plant-growth,Plant Growth,2024,-1,Transmutation,Action (Overgrowth) or 8 hours (Enrichment),150 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Bard;Druid;Ranger,Player's Handbook (2024),,plant-growth
polymorph,2024:polymorph,Polymorph,2024,-1,Transmutation,Action,60 feet,"V, S, M","C, up to 1 hour",false,false,,wisdom,saving_throw,Bard;Druid;Sorcerer;Wizard,Player's Handbook (2024),,polymorph
power-word-fortify,2024:power-word-fortify,Power Word Fortify,2024,-1,Enchantment,Action,60 feet,V,Instantaneous,false,false,,,fixed_effect,Bard;Cleric,Player's Handbook (2024),,power-word-fortify
power-word-heal,2024:power-word-heal,Power Word Heal,2024,-1,Enchantment,Action,60 feet,V,Instantaneous,false,false,,,fixed_effect,Bard;Cleric,Player's Handbook (2024),,power-word-heal
power-word-kill,2024:power-word-kill,Power Word Kill,2024,-1,Enchantment,Action,60 feet,V,Instantaneous,false,false,,,fixed_effect,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,power-word-kill
power-word-stun,2024:power-word-stun,Power Word Stun,2024,-1,Enchantment,Action,60 feet,V,Instantaneous,false,false,,constitution,saving_throw,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,power-word-stun
prayer-of-healing,2024:prayer-of-healing,Prayer of Healing,2024,-1,Abjuration,10 minutes,30 feet,V,Instantaneous,false,false,,,fixed_effect,Cleric;Paladin,Player's Handbook (2024),,prayer-of-healing
prismatic-spray,2024:prismatic-spray,Prismatic Spray,2024,-1,Evocation,Action,Self,"V, S",Instantaneous,false,false,,dexterity,saving_throw,Bard;Sorcerer;Wizard,Player's Handbook (2024),,prismatic-spray
prismatic-wall,2024:prismatic-wall,Prismatic Wall,2024,-1,Abjuration,Action,60 feet,"V, S",10 minutes,false,false,,constitution;dexterity,saving_throw,Bard;Wizard,Player's Handbook (2024),,prismatic-wall
programmed-illusion,2024:programmed-illusion,Programmed Illusion,2024,-1,Illusion,Action,120 feet,"V, S, M",Until dispelled,false,false,,,fixed_effect,Bard;Wizard,Player's Handbook (2024),,programmed-illusion
project-image,2024:project-image,Project Image,2024,-1,Illusion,Action,500 miles,"V, S, M","C, up to 1 day",false,false,,,fixed_effect,Bard;Wizard,Player's Handbook (2024),,project-image
protection-from-energy,2024:protection-from-energy,Protection from Energy,2024,-1,Abjuration,Action,Touch,"V, S","C, up to 1 hour",false,false,,,fixed_effect,Artificer;Cleric;Druid;Ranger;Sorcerer;Wizard,Player's Handbook (2024),,protection-from-energy
protection-from-evil-and-good,2024:protection-from-evil-and-good,Protection from Evil and Good,2024,-1,Abjuration,Action,Touch,"V, S, M(C*)","C, up to 10 minutes",false,false,,,fixed_effect,Cleric;Druid;Paladin;Warlock;Wizard,Player's Handbook (2024),,protection-from-evil-and-good
protection-from-poison,2024:protection-from-poison,Protection from Poison,2024,-1,Abjuration,Action,Touch,"V, S",1 hour,false,false,,,fixed_effect,Artificer;Cleric;Druid;Paladin;Ranger,Player's Handbook (2024),,protection-from-poison
purify-food-and-drink,2024:purify-food-and-drink,Purify Food and Drink,2024,-1,Transmutation,Action or R,10 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Artificer;Cleric;Druid;Paladin,Player's Handbook (2024),,purify-food-and-drink
raise-dead,2024:raise-dead,Raise Dead,2024,-1,Necromancy,1 hour,Touch,"V, S, M(C*)",Instantaneous,false,false,,,fixed_effect,Bard;Cleric;Paladin,Player's Handbook (2024),,raise-dead
